jogo_id,genero,plataforma,gratuito,preco,horas_jogo_mes,avaliacao,idade_jogador,num_avaliacoes
1335,Indie,Console,Não,6.72,15.3,63.1,28.0,40
1336,Indie,Console,Sim,0.0,16.8,56.8,21.0,34
1337,Ação,Console,Sim,0.0,20.2,66.1,,45
1338,Estratégia,PC,Sim,0.0,9.4,71.6,22.0,26
1339,Indie,PC,Não,20.05,11.3,47.2,22.0,29
1340,RPG,PC,Não,8.04,57.5,75.4,21.0,116
1341,Ação,Console,Sim,0.0,9.9,55.3,33.0,27
1342,Indie,PC,Sim,0.0,16.1,64.4,23.0,33
1343,RPG,PC,Não,8.42,13.5,58.6,35.0,41
1344,Estratégia,PC,Sim,0.0,15.7,70.2,37.0,35
1345,Indie,PC,Não,38.84,30.6,83.2,20.0,72
1346,Estratégia,Console,Não,48.39,12.9,65.2,10.0,31
1347,RPG,PC,Não,34.82,5.5,63.3,32.0,10
1348,RPG,PC,Não,36.31,9.3,63.0,23.0,24
1349,RPG,Console,Não,33.53,12.9,62.8,19.0,31
1350,Ação,PC,Não,41.31,17.2,53.7,21.0,46
1351,Esporte,PC,Sim,0.0,7.9,50.5,22.0,22
1352,Indie,PC,Sim,0.0,8.6,48.0,34.0,18
1353,Ação,Mobile,Não,15.77,17.7,64.3,26.0,41
1354,RPG,PC,Sim,0.0,18.1,68.0,34.0,40
1355,Indie,Console,Não,30.97,27.7,58.6,28.0,60
1356,Ação,Mobile,Não,29.81,9.2,61.2,23.0,24
1357,Estratégia,Console,Não,47.96,21.6,60.1,22.0,60
1358,RPG,PC,Não,48.87,13.5,53.5,29.0,29
1359,Esporte,Console,Não,14.54,10.3,55.6,31.0,29
1360,Ação,Console,Não,28.31,13.9,53.3,32.0,27
1361,Esporte,PC,Sim,0.0,15.4,69.7,23.0,47
1362,RPG,Console,Não,21.91,5.0,56.5,26.0,15
1363,Estratégia,PC,Não,29.76,5.3,65.5,29.0,21
1364,Ação,PC,Não,3.17,23.7,65.2,22.0,36
1365,RPG,PC,Não,104.25,11.1,58.0,17.0,32
1366,Estratégia,PC,Sim,0.0,17.3,82.2,19.0,29
1367,Ação,PC,Não,17.16,23.2,54.3,23.0,48
1368,Ação,Console,Não,77.98,13.9,74.9,30.0,41
1369,Ação,Mobile,Sim,0.0,21.9,83.0,34.0,54
1370,RPG,PC,Não,26.56,15.4,71.1,16.0,34
1371,Ação,Console,Sim,0.0,16.0,61.6,21.0,36
1372,Indie,Console,Sim,0.0,32.3,87.2,22.0,77
1373,RPG,PC,Não,23.03,12.8,59.8,31.0,40
1374,Indie,PC,Sim,0.0,23.8,62.9,21.0,59
1375,Indie,PC,Não,50.51,4.1,54.0,22.0,9
1376,Ação,PC,Sim,0.0,16.8,59.9,15.0,52
1377,Esporte,PC,Não,23.75,37.8,,28.0,84
1378,Indie,PC,Sim,0.0,60.2,100.0,24.0,102
1379,Estratégia,Console,Não,112.52,4.3,50.6,20.0,18
1380,RPG,PC,Sim,0.0,11.1,61.4,23.0,24
1381,RPG,PC,Não,26.31,6.5,45.9,33.0,19
1382,Ação,PC,Não,27.18,13.2,63.2,18.0,36
1383,Estratégia,Console,Sim,0.0,26.5,60.5,19.0,63
1384,Indie,PC,Não,17.12,33.0,64.2,34.0,84
1385,Indie,Console,Não,20.76,33.8,74.3,26.0,70
1386,Ação,PC,Não,9.75,4.0,66.9,30.0,13
1387,Esporte,PC,Não,12.06,15.1,68.0,28.0,29
1388,RPG,Mobile,Sim,0.0,9.0,65.0,25.0,26
1389,Indie,PC,Não,23.72,12.6,61.4,23.0,32
1390,Ação,PC,Não,70.91,10.1,58.0,31.0,33
1391,Indie,PC,Sim,0.0,4.2,,33.0,12
1392,Indie,Mobile,Não,14.19,33.3,69.9,33.0,76
1393,Ação,Console,Não,15.85,7.9,67.2,17.0,23
1394,Ação,Console,Não,55.97,9.2,71.6,34.0,23
1395,Indie,Mobile,Não,48.23,37.9,70.2,22.0,88
1396,Ação,PC,Não,24.95,3.5,50.8,20.0,12
1397,Estratégia,Mobile,Sim,0.0,20.0,62.1,24.0,46
1398,Indie,PC,Não,48.18,29.1,59.3,31.0,59
1399,Estratégia,Console,Sim,0.0,36.0,72.4,29.0,89
1400,RPG,PC,Não,31.04,19.0,78.1,23.0,45
1401,RPG,PC,Não,95.93,24.2,,31.0,52
1402,Ação,Mobile,Não,27.75,29.1,84.4,26.0,53
1403,Indie,PC,Sim,0.0,13.4,59.1,21.0,23
1404,RPG,Mobile,Sim,0.0,7.0,78.2,20.0,29
1405,Ação,PC,Não,18.5,39.8,72.7,28.0,88
1406,Ação,Console,Não,10.63,22.4,67.1,24.0,63
1407,Indie,Mobile,Não,37.36,15.1,55.9,15.0,34
1408,Ação,PC,Não,47.98,4.4,51.5,31.0,4
1409,Indie,Mobile,Não,20.36,1.3,67.8,22.0,12
1410,Esporte,Console,Sim,0.0,19.7,71.1,36.0,47
1411,Indie,Console,Não,13.78,1.2,65.0,15.0,5
1412,Indie,PC,Sim,0.0,15.0,52.2,24.0,18
1413,Indie,Console,Não,17.51,8.3,65.9,20.0,15
1414,Indie,Console,Sim,0.0,10.1,52.3,18.0,31
1415,Ação,Console,Sim,0.0,34.0,63.4,22.0,71
1416,Esporte,PC,Não,32.46,8.3,62.1,,19
1417,Estratégia,PC,Não,34.59,15.5,66.4,26.0,34
1418,Estratégia,Mobile,Sim,0.0,8.4,60.5,19.0,20
1419,Indie,PC,Sim,0.0,18.4,72.5,12.0,50
1420,Indie,Console,Não,19.15,16.6,72.8,13.0,43
1421,Esporte,Mobile,Não,28.89,15.0,77.2,21.0,26
1422,RPG,PC,Sim,0.0,29.1,61.7,21.0,70
1423,RPG,PC,Não,31.92,3.5,70.6,23.0,21
1424,RPG,Console,Sim,0.0,2.6,73.5,10.0,10
1425,RPG,PC,Não,19.5,5.2,54.8,24.0,16
1426,RPG,Console,Não,11.05,16.6,49.9,32.0,48
1427,Ação,Console,Sim,0.0,20.7,55.0,36.0,43
1428,Ação,Console,Sim,0.0,0.4,51.1,12.0,3
1429,Esporte,PC,Sim,0.0,20.5,85.4,19.0,48
1430,RPG,Console,Sim,0.0,11.3,61.9,19.0,27
1431,Indie,Console,Não,43.78,40.5,73.7,26.0,84
1432,Estratégia,PC,Não,111.83,19.5,60.5,16.0,34
1433,Ação,Console,Não,19.4,37.4,65.5,37.0,83
1434,Ação,Mobile,Não,17.76,32.9,82.6,25.0,68
1435,Ação,Console,Não,12.61,11.3,61.0,24.0,26
1436,Indie,Console,Não,27.8,26.6,89.9,36.0,69
1437,Ação,PC,Não,27.7,11.3,67.4,25.0,23
1438,Estratégia,PC,Sim,0.0,43.8,88.7,28.0,80
1439,Indie,PC,Sim,0.0,12.1,60.1,20.0,33
1440,Indie,PC,Não,7.48,21.4,58.0,15.0,43
1441,Ação,Mobile,Sim,0.0,49.3,76.7,21.0,118
1442,Ação,PC,Não,15.45,22.1,55.9,40.0,52
1443,Ação,Mobile,Não,24.03,10.4,69.4,29.0,29
1444,Ação,PC,Não,10.42,4.6,54.3,27.0,17
1445,Ação,PC,Sim,0.0,3.5,65.7,18.0,13
1446,Estratégia,PC,Não,20.74,20.4,68.5,31.0,51
1447,Indie,PC,Não,24.37,13.9,60.7,15.0,34
1448,Estratégia,Console,Não,32.72,5.3,47.7,14.0,24
1449,Estratégia,Mobile,Não,58.17,24.7,72.5,21.0,53
1450,Ação,Mobile,Sim,0.0,24.4,67.7,39.0,44
1451,Indie,PC,Não,43.7,13.7,71.3,38.0,36
1452,Estratégia,Console,Não,58.42,38.5,71.7,22.0,87
1453,Indie,PC,Não,34.53,2.8,62.2,20.0,15
1454,Indie,Mobile,Não,24.0,10.7,76.2,14.0,31
1455,RPG,Console,Não,44.95,22.0,70.7,,53
1456,Ação,PC,Não,46.7,5.9,65.6,26.0,19
1457,Ação,PC,Sim,0.0,26.4,76.0,31.0,61
1458,RPG,PC,Não,10.25,31.8,91.2,31.0,59
1459,Indie,PC,Sim,0.0,0.8,58.8,24.0,10
1460,RPG,Mobile,Não,20.8,39.4,84.9,29.0,77
1461,Esporte,Console,Não,39.16,21.0,67.3,20.0,48
1462,Estratégia,Mobile,Não,24.22,9.7,53.9,29.0,27
1463,Ação,PC,Não,48.53,3.8,46.4,,14
1464,RPG,Console,Não,54.01,28.8,83.7,28.0,69
1465,Esporte,PC,Sim,0.0,5.0,48.9,28.0,10
1466,Esporte,Console,Sim,0.0,21.0,74.3,25.0,43
1467,RPG,PC,Sim,0.0,5.2,61.9,31.0,13
1468,Ação,PC,Não,32.77,14.7,72.1,14.0,27
1469,Esporte,Console,Não,17.04,28.0,67.2,18.0,59
1470,Ação,PC,Sim,0.0,9.8,53.8,23.0,24
1471,Indie,Console,Não,20.65,39.2,81.9,15.0,62
1472,Ação,Console,Sim,0.0,22.3,65.7,22.0,56
1473,Ação,PC,Não,32.34,5.9,47.5,22.0,22
1474,RPG,Mobile,Sim,0.0,4.1,74.9,34.0,13
1475,Estratégia,Console,Não,27.29,7.5,52.4,,15
1476,Estratégia,Mobile,Não,106.56,14.2,54.6,32.0,30
1477,RPG,Console,Não,27.29,41.7,77.8,27.0,96
1478,Indie,Console,Sim,0.0,47.0,94.5,21.0,92
1479,RPG,Console,Não,11.39,9.5,41.2,26.0,24
1480,RPG,Mobile,Não,47.77,9.2,71.0,30.0,23
1481,RPG,Console,Não,18.15,25.0,61.8,33.0,58
1482,Ação,PC,Não,16.64,24.9,72.3,24.0,61
1483,Estratégia,PC,Não,52.92,35.1,70.0,13.0,78
1484,Ação,Console,Sim,0.0,35.7,94.3,13.0,80
1485,Estratégia,PC,Não,48.39,7.0,60.3,23.0,20
1486,Ação,PC,Sim,0.0,3.3,50.6,10.0,13
1487,Indie,PC,Não,23.79,22.6,65.9,38.0,39
1488,RPG,Console,Sim,0.0,17.3,66.2,29.0,36
1489,Indie,PC,Sim,0.0,1.7,57.6,21.0,9
1490,RPG,Console,Não,62.31,3.2,,17.0,12
1491,Ação,Console,Não,30.6,21.8,68.1,32.0,60
1492,Indie,Mobile,Não,80.23,13.2,50.5,17.0,44
1493,Estratégia,PC,Não,42.03,22.2,65.3,18.0,51
1494,Esporte,Console,Sim,0.0,5.5,63.8,20.0,8
1495,RPG,Console,Sim,0.0,23.3,63.0,26.0,52
1496,Estratégia,Console,Não,68.28,18.9,72.4,29.0,32
1497,Indie,Console,Não,81.37,24.5,70.0,33.0,49
1498,Estratégia,PC,Não,50.01,10.1,59.1,32.0,24
1499,RPG,Mobile,Não,24.91,8.3,70.7,25.0,23
1500,Esporte,PC,Não,21.54,3.8,41.6,32.0,8
